TIME,HR,RR,HRV,SPO2
2024-04-15 03:41:45,66,14,914,99
2024-04-15 03:41:46,66,14,929,99
2024-04-15 03:41:47,65,14,901,99
2024-04-15 03:41:48,66,14,902,99
2024-04-15 03:41:49,66,14,915,99
2024-04-15 03:41:50,66,14,894,99
2024-04-15 03:41:51,66,15,890,99
2024-04-15 03:41:52,67,15,890,99
2024-04-15 03:41:53,67,15,890,99
2024-04-15 03:41:54,67,15,890,99
2024-04-15 03:41:55,67,15,890,99
2024-04-15 03:41:56,67,15,890,99
2024-04-15 03:41:57,67,15,962,99
2024-04-15 03:41:58,67,15,962,99
2024-04-15 03:41:59,67,15,962,99
2024-04-15 03:42:00,67,0,962,99
2024-04-15 03:42:01,67,0,962,99
2024-04-15 03:42:02,67,0,962,99
2024-04-15 03:42:03,67,15,734,99
2024-04-15 03:42:03,67,15,734,99
2024-04-15 03:42:04,67,15,735,99
2024-04-15 03:42:05,73,15,705,99
2024-04-15 03:42:06,75,15,696,99
2024-04-15 03:42:07,80,15,689,99
2024-04-15 03:42:08,82,15,694,99
2024-04-15 03:42:09,84,15,698,99
2024-04-15 03:42:10,84,15,753,99
2024-04-15 03:42:11,84,15,791,99
2024-04-15 03:42:12,82,15,832,99
2024-04-15 03:42:13,81,15,904,99
2024-04-15 03:42:14,81,15,980,99
2024-04-15 03:42:15,80,15,1012,99
2024-04-15 03:42:16,79,15,1049,99
2024-04-15 03:42:16,79,15,1049,99
2024-04-15 03:42:17,79,15,1077,99
2024-04-15 03:42:18,78,15,1041,99
2024-04-15 03:42:19,76,15,980,99
2024-04-15 03:42:20,75,15,1007,100
2024-04-15 03:42:21,73,14,967,100
2024-04-15 03:42:22,71,14,940,100
2024-04-15 03:42:23,69,14,952,100
2024-04-15 03:42:24,67,14,968,100
2024-04-15 03:42:25,66,14,966,100
2024-04-15 03:42:26,65,14,963,100
2024-04-15 03:42:27,64,14,947,100
2024-04-15 03:42:28,64,14,912,100
2024-04-15 03:42:29,64,14,917,100
2024-04-15 03:42:30,65,14,944,100
2024-04-15 03:42:31,64,14,917,100
2024-04-15 03:42:32,64,14,941,100
2024-04-15 03:42:33,65,14,949,100
2024-04-15 03:42:34,64,14,939,100
2024-04-15 03:42:35,64,14,959,100
2024-04-15 03:42:36,64,14,965,100
2024-04-15 03:42:37,64,14,943,100
2024-04-15 03:42:38,63,14,942,100
2024-04-15 03:42:39,63,14,944,100
2024-04-15 03:42:40,63,14,947,100
2024-04-15 03:42:41,63,14,928,100
2024-04-15 03:42:42,64,14,920,100
2024-04-15 03:42:43,64,14,943,100
2024-04-15 03:42:44,64,14,929,100
2024-04-15 03:42:45,64,14,906,100
2024-04-15 03:42:46,65,14,924,100
2024-04-15 03:42:47,65,14,906,100
2024-04-15 03:42:48,65,14,935,100
2024-04-15 03:42:49,65,14,925,100
2024-04-15 03:42:50,65,14,932,100
2024-04-15 03:42:51,65,14,922,100
2024-04-15 03:42:52,65,14,965,99
2024-04-15 03:42:53,64,14,959,99
2024-04-15 03:42:54,64,14,928,99
2024-04-15 03:42:55,64,14,958,99
2024-04-15 03:42:56,64,14,944,100
2024-04-15 03:42:57,64,14,948,100
2024-04-15 03:42:58,64,14,920,100
2024-04-15 03:42:59,64,14,909,100
2024-04-15 03:43:00,64,14,890,100
2024-04-15 03:43:01,65,14,918,100
2024-04-15 03:43:02,65,14,964,100
2024-04-15 03:43:03,65,14,939,100
2024-04-15 03:43:04,65,14,943,100
2024-04-15 03:43:05,65,14,969,100
2024-04-15 03:43:06,64,14,982,100
2024-04-15 03:43:07,64,14,943,100
2024-04-15 03:43:08,63,15,983,100
2024-04-15 03:43:09,63,15,971,100
2024-04-15 03:43:10,63,15,952,100
2024-04-15 03:43:11,63,15,976,100
2024-04-15 03:43:12,62,15,983,100
2024-04-15 03:43:13,62,15,934,100
2024-04-15 03:43:14,62,15,949,100
2024-04-15 03:43:15,63,15,943,100
2024-04-15 03:43:16,63,15,934,100
2024-04-15 03:43:17,63,14,880,100
2024-04-15 03:43:18,64,14,924,100
2024-04-15 03:43:19,64,14,870,100
2024-04-15 03:43:20,65,14,922,100
2024-04-15 03:43:21,65,14,887,100
2024-04-15 03:43:22,66,14,919,100
2024-04-15 03:43:23,66,14,879,100
2024-04-15 03:43:24,66,14,887,100
2024-04-15 03:43:25,66,14,920,100
2024-04-15 03:43:26,66,14,913,100
2024-04-15 03:43:27,66,14,926,100
2024-04-15 03:43:28,66,14,911,99
2024-04-15 03:43:29,66,15,965,99
2024-04-15 03:43:30,66,15,892,99
2024-04-15 03:43:31,66,15,904,99
2024-04-15 03:43:32,66,15,882,99
2024-04-15 03:43:33,66,15,830,99
2024-04-15 03:43:33,66,15,830,99
2024-04-15 03:43:34,67,15,815,99
2024-04-15 03:43:34,67,15,815,99
2024-04-15 03:43:35,68,15,797,99
2024-04-15 03:43:36,70,15,819,100
2024-04-15 03:43:37,71,15,832,100
2024-04-15 03:43:38,71,15,890,100
2024-04-15 03:43:39,71,15,1002,100
2024-04-15 03:43:40,71,15,1042,100
2024-04-15 03:43:41,70,15,1054,100
2024-04-15 03:43:42,68,15,1075,100
2024-04-15 03:43:43,66,15,1041,100
2024-04-15 03:43:44,65,15,1065,100
2024-04-15 03:43:44,65,15,1065,100
2024-04-15 03:43:45,64,15,1051,100
2024-04-15 03:43:46,62,15,1008,100
2024-04-15 03:43:46,62,15,1008,100
2024-04-15 03:43:47,62,15,1008,100
2024-04-15 03:43:47,62,15,1008,100
2024-04-15 03:43:48,62,15,1008,100
2024-04-15 03:43:49,62,15,1008,100
2024-04-15 03:43:50,62,15,927,100
2024-04-15 03:43:51,62,15,924,100
2024-04-15 03:43:52,63,15,924,100
2024-04-15 03:43:53,64,15,933,100
2024-04-15 03:43:54,64,15,928,100
2024-04-15 03:43:55,64,15,938,100
2024-04-15 03:43:56,64,15,957,100
2024-04-15 03:43:57,64,15,951,100
2024-04-15 03:43:58,64,15,955,100
2024-04-15 03:43:59,63,15,960,100
2024-04-15 03:44:00,63,15,958,100
2024-04-15 03:44:01,63,15,961,100
2024-04-15 03:44:02,63,15,970,100
2024-04-15 03:44:03,63,15,929,100
2024-04-15 03:44:04,63,15,943,100
2024-04-15 03:44:05,63,15,948,100
2024-04-15 03:44:06,63,15,905,100
2024-04-15 03:44:07,63,15,920,100
2024-04-15 03:44:08,64,15,939,99
2024-04-15 03:44:09,64,15,924,99
2024-04-15 03:44:10,64,15,911,99
2024-04-15 03:44:11,65,15,917,99
2024-04-15 03:44:12,65,15,904,99
2024-04-15 03:44:13,65,15,908,99
2024-04-15 03:44:14,65,15,917,99
2024-04-15 03:44:15,65,15,927,99
2024-04-15 03:44:16,65,15,922,99
2024-04-15 03:44:17,65,15,983,99
2024-04-15 03:44:18,65,14,944,99
2024-04-15 03:44:19,65,14,927,99
2024-04-15 03:44:20,65,14,973,99
2024-04-15 03:44:21,64,14,974,99
2024-04-15 03:44:22,63,14,958,99
2024-04-15 03:44:23,63,14,962,99
2024-04-15 03:44:24,63,14,945,99
2024-04-15 03:44:25,63,14,918,99
2024-04-15 03:44:26,64,15,927,99
2024-04-15 03:44:27,64,15,928,99
2024-04-15 03:44:28,64,15,910,99
2024-04-15 03:44:29,64,15,902,99
2024-04-15 03:44:30,64,15,858,99
2024-04-15 03:44:30,64,15,858,99
2024-04-15 03:44:31,66,14,826,99
2024-04-15 03:44:32,67,14,860,99
2024-04-15 03:44:33,67,14,894,99
2024-04-15 03:44:34,67,14,962,99
2024-04-15 03:44:35,67,15,1026,99
2024-04-15 03:44:36,66,15,925,99
2024-04-15 03:44:37,66,15,925,99
2024-04-15 03:44:38,65,15,959,99
2024-04-15 03:44:39,65,15,951,99
2024-04-15 03:44:40,64,15,973,99
2024-04-15 03:44:41,64,15,960,99
2024-04-15 03:44:42,63,14,944,99
2024-04-15 03:44:43,63,14,940,99
2024-04-15 03:44:44,63,14,953,99
2024-04-15 03:44:45,63,14,916,99
2024-04-15 03:44:46,64,14,929,99
2024-04-15 03:44:47,64,14,890,99
2024-04-15 03:44:48,64,14,894,100
2024-04-15 03:44:49,65,14,914,100
2024-04-15 03:44:50,65,14,923,100
2024-04-15 03:44:51,65,14,874,100
2024-04-15 03:44:52,65,14,909,100
2024-04-15 03:44:53,66,14,903,100
2024-04-15 03:44:54,66,14,903,100
2024-04-15 03:44:55,66,14,891,100
2024-04-15 03:44:56,66,14,925,99
2024-04-15 03:44:57,66,14,874,99
2024-04-15 03:44:58,66,14,920,99
2024-04-15 03:44:59,66,14,897,99
2024-04-15 03:45:00,66,14,865,99
2024-04-15 03:45:01,67,14,875,99
2024-04-15 03:45:02,67,14,866,99
2024-04-15 03:45:03,68,14,830,99
2024-04-15 03:45:04,69,14,855,99
2024-04-15 03:45:05,69,14,879,99
2024-04-15 03:45:06,69,14,903,99
2024-04-15 03:45:07,68,13,879,99
2024-04-15 03:45:08,68,13,902,99
2024-04-15 03:45:09,68,14,917,99
2024-04-15 03:45:10,67,14,928,99
2024-04-15 03:45:11,66,14,950,99
2024-04-15 03:45:12,66,14,958,99
2024-04-15 03:45:13,65,14,968,99
2024-04-15 03:45:14,64,14,961,99
2024-04-15 03:45:15,64,14,979,99
2024-04-15 03:45:16,63,14,963,98
2024-04-15 03:45:17,63,14,936,98
2024-04-15 03:45:18,63,14,944,98
2024-04-15 03:45:19,63,14,959,98
2024-04-15 03:45:20,63,14,958,98
2024-04-15 03:45:21,63,14,951,98
2024-04-15 03:45:22,63,14,960,99
2024-04-15 03:45:23,63,14,939,99
2024-04-15 03:45:24,63,14,918,99
2024-04-15 03:45:25,64,14,937,99
2024-04-15 03:45:26,64,14,929,99
2024-04-15 03:45:27,64,14,907,99
2024-04-15 03:45:28,64,14,927,99
2024-04-15 03:45:29,64,14,931,99
2024-04-15 03:45:30,64,14,924,99
2024-04-15 03:45:31,65,14,932,99
2024-04-15 03:45:32,64,14,943,99
2024-04-15 03:45:33,64,14,959,99
2024-04-15 03:45:34,64,14,919,99
2024-04-15 03:45:35,64,14,951,99
2024-04-15 03:45:36,64,14,941,99
2024-04-15 03:45:37,64,14,916,99
2024-04-15 03:45:38,64,14,916,99
2024-04-15 03:45:39,64,14,941,99
2024-04-15 03:45:40,64,14,887,99
2024-04-15 03:45:41,64,14,920,99
2024-04-15 03:45:42,65,14,908,99
2024-04-15 03:45:43,65,14,859,99
2024-04-15 03:45:44,66,14,878,99
2024-04-15 03:45:45,66,14,900,99
2024-04-15 03:45:46,66,15,894,99
2024-04-15 03:45:47,67,15,881,99
2024-04-15 03:45:48,67,15,923,99
2024-04-15 03:45:49,67,15,893,99
2024-04-15 03:45:50,66,15,932,99
2024-04-15 03:45:51,66,15,949,99
2024-04-15 03:45:52,66,15,936,99
2024-04-15 03:45:53,65,15,922,99
2024-04-15 03:45:54,65,15,948,99
2024-04-15 03:45:55,65,15,939,99
2024-04-15 03:45:56,65,15,925,99
2024-04-15 03:45:57,65,15,931,99
2024-04-15 03:45:58,65,15,934,99
2024-04-15 03:45:59,64,15,894,99
2024-04-15 03:46:00,65,15,918,99
2024-04-15 03:46:01,65,15,885,99
2024-04-15 03:46:02,65,15,868,99
2024-04-15 03:46:03,66,15,894,99
2024-04-15 03:46:04,67,15,894,99
2024-04-15 03:46:05,67,15,875,99
2024-04-15 03:46:06,67,15,855,99
2024-04-15 03:46:07,68,15,908,99
2024-04-15 03:46:08,68,15,897,99
2024-04-15 03:46:09,67,15,906,99
2024-04-15 03:46:10,67,15,932,99
2024-04-15 03:46:11,67,15,915,99
2024-04-15 03:46:12,66,15,892,99
2024-04-15 03:46:13,66,15,934,99
2024-04-15 03:46:14,66,15,924,99
2024-04-15 03:46:15,66,14,889,99
2024-04-15 03:46:16,66,14,902,99
2024-04-15 03:46:17,66,14,926,99
2024-04-15 03:46:18,66,15,877,99
2024-04-15 03:46:19,66,15,930,99
2024-04-15 03:46:19,66,15,930,99
2024-04-15 03:46:20,66,15,933,99
2024-04-15 03:46:20,66,15,933,99
2024-04-15 03:46:21,66,15,923,99
2024-04-15 03:46:22,65,15,905,99
2024-04-15 03:46:23,65,15,933,99
2024-04-15 03:46:24,65,15,939,99
2024-04-15 03:46:25,65,15,917,99
2024-04-15 03:46:26,65,15,939,99
2024-04-15 03:46:27,65,15,939,99
2024-04-15 03:46:28,65,15,914,99
2024-04-15 03:46:29,65,15,910,99
2024-04-15 03:46:30,65,15,919,99
2024-04-15 03:46:31,65,15,897,99
2024-04-15 03:46:32,65,15,933,99
2024-04-15 03:46:33,65,15,942,99
2024-04-15 03:46:34,65,15,908,99
2024-04-15 03:46:35,65,15,938,99
2024-04-15 03:46:36,65,15,954,99
2024-04-15 03:46:37,64,15,922,99
2024-04-15 03:46:38,64,15,945,99
2024-04-15 03:46:39,64,15,950,99
2024-04-15 03:46:40,64,15,926,99
2024-04-15 03:46:41,64,15,898,99
2024-04-15 03:46:42,65,15,948,99
2024-04-15 03:46:43,65,15,912,99
2024-04-15 03:46:44,64,15,939,99
2024-04-15 03:46:45,64,15,943,99
2024-04-15 03:46:46,64,14,935,99
2024-04-15 03:46:47,64,14,918,99
2024-04-15 03:46:48,64,14,933,99
2024-04-15 03:46:49,64,14,934,99
2024-04-15 03:46:50,64,15,895,99
2024-04-15 03:46:51,64,15,930,99
2024-04-15 03:46:52,65,15,921,99
2024-04-15 03:46:53,65,15,901,99
2024-04-15 03:46:54,65,15,884,99
2024-04-15 03:46:55,66,15,927,99
2024-04-15 03:46:56,66,15,896,99
2024-04-15 03:46:57,65,15,929,99
2024-04-15 03:46:58,66,15,948,99
2024-04-15 03:46:59,65,15,916,99
2024-04-15 03:47:00,65,15,938,99
2024-04-15 03:47:01,65,15,954,99
2024-04-15 03:47:02,64,15,957,99
2024-04-15 03:47:03,64,15,907,99
2024-04-15 03:47:04,64,15,923,99
2024-04-15 03:47:05,64,15,937,99
2024-04-15 03:47:06,64,15,886,99
2024-04-15 03:47:07,65,15,916,99
2024-04-15 03:47:08,65,15,918,99
2024-04-15 03:47:09,65,16,891,99
2024-04-15 03:47:10,65,16,916,99
2024-04-15 03:47:11,65,16,934,99
2024-04-15 03:47:12,65,16,887,99
2024-04-15 03:47:13,65,16,916,99
2024-04-15 03:47:14,65,16,934,99
2024-04-15 03:47:15,65,16,910,99
2024-04-15 03:47:16,65,16,902,99
2024-04-15 03:47:17,66,16,935,99
2024-04-15 03:47:18,65,16,927,99
2024-04-15 03:47:19,65,16,927,99
2024-04-15 03:47:20,65,16,953,99
2024-04-15 03:47:21,65,16,907,99
2024-04-15 03:47:22,64,16,924,99
2024-04-15 03:47:23,64,16,938,99
2024-04-15 03:47:24,64,16,894,99
2024-04-15 03:47:25,65,16,936,99
2024-04-15 03:47:26,65,16,943,99
2024-04-15 03:47:27,64,16,882,99
2024-04-15 03:47:28,65,16,921,99
2024-04-15 03:47:29,65,16,906,99
2024-04-15 03:47:30,65,16,884,99
2024-04-15 03:47:31,65,16,894,99
2024-04-15 03:47:32,66,16,924,99
2024-04-15 03:47:33,66,16,885,99
2024-04-15 03:47:34,66,16,914,99
2024-04-15 03:47:35,66,16,943,99
2024-04-15 03:47:36,65,16,933,98
2024-04-15 03:47:37,65,16,929,98
2024-04-15 03:47:38,65,16,951,99
2024-04-15 03:47:39,65,16,966,99
2024-04-15 03:47:40,64,16,902,99
2024-04-15 03:47:41,64,16,933,99
2024-04-15 03:47:42,64,15,896,99
2024-04-15 03:47:43,64,15,920,99
2024-04-15 03:47:44,65,15,931,99
2024-04-15 03:47:45,65,15,872,99
2024-04-15 03:47:46,65,15,904,99
2024-04-15 03:47:47,65,15,916,99
2024-04-15 03:47:48,65,15,894,99
2024-04-15 03:47:49,66,15,882,99
2024-04-15 03:47:50,66,15,911,99
2024-04-15 03:47:51,66,15,904,99
2024-04-15 03:47:52,66,15,920,99
2024-04-15 03:47:53,66,15,922,99
2024-04-15 03:47:54,66,15,889,99
2024-04-15 03:47:55,66,15,908,99
2024-04-15 03:47:56,66,15,930,99
2024-04-15 03:47:57,66,15,900,99
2024-04-15 03:47:58,66,15,890,99
2024-04-15 03:47:59,66,15,902,99
2024-04-15 03:48:00,66,15,909,99
2024-04-15 03:48:01,66,15,898,99
2024-04-15 03:48:02,67,15,936,99
2024-04-15 03:48:03,67,15,936,99
2024-04-15 03:48:04,66,15,900,99
2024-04-15 03:48:05,66,15,921,99
2024-04-15 03:48:06,66,15,935,99
2024-04-15 03:48:07,65,15,925,99
2024-04-15 03:48:08,65,15,957,99
2024-04-15 03:48:09,65,15,957,99
2024-04-15 03:48:10,64,15,932,99
2024-04-15 03:48:11,64,15,944,99
2024-04-15 03:48:12,64,15,957,99
2024-04-15 03:48:13,64,15,929,99
2024-04-15 03:48:14,64,15,919,99
2024-04-15 03:48:15,64,15,965,99
2024-04-15 03:48:16,64,15,952,99
2024-04-15 03:48:17,63,15,952,99
2024-04-15 03:48:18,63,15,978,99
2024-04-15 03:48:19,63,15,969,99
2024-04-15 03:48:20,63,15,969,99
2024-04-15 03:48:20,63,15,961,99
2024-04-15 03:48:21,62,15,949,99
2024-04-15 03:48:21,62,15,949,99
2024-04-15 03:48:22,62,15,945,99
2024-04-15 03:48:23,63,15,935,99
2024-04-15 03:48:24,63,15,960,99
2024-04-15 03:48:25,63,15,956,99
2024-04-15 03:48:26,63,15,910,99
2024-04-15 03:48:27,63,15,915,99
2024-04-15 03:48:28,64,15,929,99
2024-04-15 03:48:29,64,15,879,99
2024-04-15 03:48:30,64,15,922,99
2024-04-15 03:48:31,64,15,909,99
2024-04-15 03:48:32,65,16,881,99
2024-04-15 03:48:33,65,16,908,99
2024-04-15 03:48:34,66,16,903,99
2024-04-15 03:48:35,66,16,879,99
2024-04-15 03:48:36,66,16,868,99
2024-04-15 03:48:37,67,16,907,99
2024-04-15 03:48:38,67,16,905,99
2024-04-15 03:48:39,67,16,874,99
2024-04-15 03:48:40,67,16,924,99
2024-04-15 03:48:41,67,16,910,99
2024-04-15 03:48:42,66,16,891,99
2024-04-15 03:48:43,66,16,911,99
2024-04-15 03:48:44,66,16,916,99
2024-04-15 03:48:45,66,16,873,99
2024-04-15 03:48:46,67,16,903,99
2024-04-15 03:48:47,66,16,927,99
2024-04-15 03:48:48,66,16,906,99
2024-04-15 03:48:49,66,16,901,99
2024-04-15 03:48:50,66,16,930,99
2024-04-15 03:48:51,66,16,929,99
2024-04-15 03:48:52,66,16,906,99
2024-04-15 03:48:53,66,16,950,99
2024-04-15 03:48:54,66,16,936,99
2024-04-15 03:48:55,65,16,908,99
2024-04-15 03:48:56,65,16,952,99
2024-04-15 03:48:57,65,16,930,99
2024-04-15 03:48:58,65,16,910,99
2024-04-15 03:48:59,65,16,878,99
2024-04-15 03:49:00,66,16,906,99
2024-04-15 03:49:01,66,16,889,99
2024-04-15 03:49:02,66,16,889,99
2024-04-15 03:49:02,66,16,889,99
2024-04-15 03:49:03,66,16,919,99
2024-04-15 03:49:04,66,16,934,99
2024-04-15 03:49:05,65,16,931,99
2024-04-15 03:49:06,65,16,940,99
2024-04-15 03:49:07,65,16,977,99
2024-04-15 03:49:08,64,16,932,99
2024-04-15 03:49:09,64,16,958,99
2024-04-15 03:49:10,64,16,969,99
2024-04-15 03:49:11,64,16,908,99
2024-04-15 03:49:12,64,16,934,99
2024-04-15 03:49:13,64,16,942,99
2024-04-15 03:49:14,64,16,912,99
2024-04-15 03:49:15,64,16,896,100
2024-04-15 03:49:16,65,16,903,100
2024-04-15 03:49:17,65,15,880,100
2024-04-15 03:49:18,65,15,905,100
2024-04-15 03:49:19,66,15,924,100
2024-04-15 03:49:20,66,15,885,100
2024-04-15 03:49:21,66,15,885,100
2024-04-15 03:49:22,66,15,919,100
2024-04-15 03:49:23,66,15,926,100
2024-04-15 03:49:24,66,15,896,100
2024-04-15 03:49:25,66,15,911,100
2024-04-15 03:49:26,66,15,869,100
2024-04-15 03:49:27,66,15,909,100
2024-04-15 03:49:28,67,15,915,100
2024-04-15 03:49:29,66,15,889,100
2024-04-15 03:49:30,67,15,898,99
2024-04-15 03:49:31,67,15,900,99
2024-04-15 03:49:32,67,15,911,99
2024-04-15 03:49:33,66,15,876,99
2024-04-15 03:49:34,67,15,926,99
2024-04-15 03:49:35,66,15,901,99
2024-04-15 03:49:36,66,15,899,99
2024-04-15 03:49:37,66,15,927,99
2024-04-15 03:49:38,66,15,928,99
2024-04-15 03:49:39,66,15,879,99
2024-04-15 03:49:40,66,15,882,99
2024-04-15 03:49:41,67,15,925,99
2024-04-15 03:49:42,66,15,897,99
2024-04-15 03:49:43,66,15,896,99
2024-04-15 03:49:44,67,15,927,99
2024-04-15 03:49:45,67,15,885,99
2024-04-15 03:49:46,66,15,931,99
2024-04-15 03:49:47,67,15,934,99
2024-04-15 03:49:48,66,15,963,99
2024-04-15 03:49:49,65,15,921,99
2024-04-15 03:49:50,65,15,937,99
2024-04-15 03:49:51,65,15,939,99
2024-04-15 03:49:52,65,15,907,99
2024-04-15 03:49:53,65,15,928,99
2024-04-15 03:49:54,65,15,940,99
2024-04-15 03:49:55,65,15,913,99
2024-04-15 03:49:56,65,15,889,99
2024-04-15 03:49:57,65,15,917,99
2024-04-15 03:49:58,65,16,883,99
2024-04-15 03:49:59,65,16,927,99
2024-04-15 03:50:00,66,16,953,99
2024-04-15 03:50:01,65,16,896,99
2024-04-15 03:50:02,65,16,929,99
2024-04-15 03:50:03,65,16,932,99
2024-04-15 03:50:04,65,16,925,99
2024-04-15 03:50:05,65,16,921,99
2024-04-15 03:50:06,65,16,934,99
2024-04-15 03:50:07,65,16,903,99
2024-04-15 03:50:08,65,16,903,99
2024-04-15 03:50:09,65,16,930,99
2024-04-15 03:50:10,65,16,889,99
2024-04-15 03:50:11,65,16,919,99
2024-04-15 03:50:12,65,16,928,99
2024-04-15 03:50:13,65,16,885,99
2024-04-15 03:50:14,66,16,921,99
2024-04-15 03:50:15,66,16,923,99
2024-04-15 03:50:16,65,16,909,100
2024-04-15 03:50:17,65,15,909,100
2024-04-15 03:50:18,66,15,930,99
2024-04-15 03:50:19,65,15,903,99
2024-04-15 03:50:20,65,16,892,99
2024-04-15 03:50:21,65,16,932,99
2024-04-15 03:50:22,66,16,873,99
2024-04-15 03:50:23,66,16,872,99
2024-04-15 03:50:24,67,16,878,99
2024-04-15 03:50:25,67,16,863,99
2024-04-15 03:50:26,68,16,845,99
2024-04-15 03:50:27,68,16,901,99
2024-04-15 03:50:28,68,16,895,99
2024-04-15 03:50:29,68,16,902,99
2024-04-15 03:50:30,68,16,923,99
2024-04-15 03:50:31,67,16,933,99
2024-04-15 03:50:32,66,16,903,99
2024-04-15 03:50:33,66,16,935,99
2024-04-15 03:50:34,66,16,941,99
2024-04-15 03:50:35,65,17,908,99
2024-04-15 03:50:36,66,17,908,99
2024-04-15 03:50:37,66,17,916,99
2024-04-15 03:50:38,66,17,893,99
2024-04-15 03:50:39,66,17,921,99
2024-04-15 03:50:40,66,17,943,99
2024-04-15 03:50:41,66,17,900,99
2024-04-15 03:50:42,66,17,898,99
2024-04-15 03:50:43,66,17,921,99
2024-04-15 03:50:44,66,17,934,99
2024-04-15 03:50:45,65,17,884,99
2024-04-15 03:50:46,66,17,926,99
2024-04-15 03:50:47,66,17,937,99
2024-04-15 03:50:48,65,17,932,99
2024-04-15 03:50:49,65,17,940,99
2024-04-15 03:50:50,65,17,920,99
2024-04-15 03:50:51,65,17,883,99
2024-04-15 03:50:52,65,17,897,99
2024-04-15 03:50:53,66,17,913,99
2024-04-15 03:50:54,66,17,882,99
2024-04-15 03:50:55,66,17,927,99
2024-04-15 03:50:56,66,17,944,99
2024-04-15 03:50:57,65,18,914,99
2024-04-15 03:50:58,66,18,921,99
2024-04-15 03:50:59,66,18,920,99
2024-04-15 03:51:00,66,18,908,99
2024-04-15 03:51:01,66,18,928,99
2024-04-15 03:51:02,66,18,943,99
2024-04-15 03:51:03,65,18,914,99
2024-04-15 03:51:04,65,18,921,99
2024-04-15 03:51:05,65,18,957,99
2024-04-15 03:51:06,65,18,911,99
2024-04-15 03:51:07,65,18,893,99
2024-04-15 03:51:08,65,18,906,99
2024-04-15 03:51:09,66,18,926,99
2024-04-15 03:51:10,65,18,894,99
2024-04-15 03:51:11,66,18,922,99
2024-04-15 03:51:12,66,18,880,99
2024-04-15 03:51:13,66,18,887,99
2024-04-15 03:51:14,67,18,923,100
2024-04-15 03:51:15,66,18,917,100
2024-04-15 03:51:16,66,18,891,100
2024-04-15 03:51:17,66,18,928,100
2024-04-15 03:51:18,66,18,939,99
2024-04-15 03:51:19,66,18,922,99
2024-04-15 03:51:20,65,18,939,99
2024-04-15 03:51:21,65,18,922,99
2024-04-15 03:51:22,65,18,921,99
2024-04-15 03:51:23,65,18,933,99
2024-04-15 03:51:24,65,18,942,99
2024-04-15 03:51:25,65,17,933,99
2024-04-15 03:51:26,65,17,943,99
2024-04-15 03:51:27,64,17,962,99
2024-04-15 03:51:28,64,18,937,99
2024-04-15 03:51:29,64,18,971,99
2024-04-15 03:51:30,64,18,956,100
2024-04-15 03:51:31,63,18,913,100
2024-04-15 03:51:32,64,18,940,100
2024-04-15 03:51:33,64,18,945,100
2024-04-15 03:51:34,64,18,902,100
2024-04-15 03:51:35,64,18,928,100
2024-04-15 03:51:36,64,18,929,99
2024-04-15 03:51:37,64,17,909,99
2024-04-15 03:51:38,64,17,931,99
2024-04-15 03:51:39,64,17,934,99
2024-04-15 03:51:40,64,17,913,99
2024-04-15 03:51:41,65,17,891,99
2024-04-15 03:51:42,65,17,922,99
2024-04-15 03:51:43,65,18,929,99
2024-04-15 03:51:44,65,18,902,99
2024-04-15 03:51:45,65,18,923,99
2024-04-15 03:51:46,65,18,926,99
2024-04-15 03:51:47,65,18,929,99
2024-04-15 03:51:48,65,18,946,99
2024-04-15 03:51:49,65,18,934,99
2024-04-15 03:51:50,65,18,908,99
2024-04-15 03:51:51,65,18,929,99
2024-04-15 03:51:52,65,18,939,99
2024-04-15 03:51:53,65,18,912,99
2024-04-15 03:51:54,65,18,930,99
2024-04-15 03:51:55,65,18,937,99
2024-04-15 03:51:56,65,18,904,99
2024-04-15 03:51:57,65,17,950,99
2024-04-15 03:51:58,65,17,952,99
2024-04-15 03:51:59,64,17,926,99
2024-04-15 03:52:00,64,17,931,99
2024-04-15 03:52:01,65,17,936,99
2024-04-15 03:52:02,65,17,907,99
2024-04-15 03:52:03,65,17,908,99
2024-04-15 03:52:04,65,17,947,99
2024-04-15 03:52:05,65,17,921,99
2024-04-15 03:52:06,65,17,932,99
2024-04-15 03:52:07,65,17,948,99
2024-04-15 03:52:08,64,17,936,99
2024-04-15 03:52:09,64,17,907,99
2024-04-15 03:52:10,65,17,915,99
2024-04-15 03:52:11,65,17,926,99
2024-04-15 03:52:12,65,17,918,99
2024-04-15 03:52:13,65,17,914,99
2024-04-15 03:52:14,65,17,885,100
2024-04-15 03:52:15,65,17,922,100
2024-04-15 03:52:16,66,17,909,100
2024-04-15 03:52:17,66,17,932,100
2024-04-15 03:52:18,65,17,927,100
2024-04-15 03:52:19,65,17,947,100
2024-04-15 03:52:20,65,17,928,100
2024-04-15 03:52:21,65,17,914,100
2024-04-15 03:52:22,65,17,935,100
2024-04-15 03:52:23,65,17,902,100
2024-04-15 03:52:24,64,17,930,100
2024-04-15 03:52:25,65,17,947,100
2024-04-15 03:52:26,65,17,921,100
2024-04-15 03:52:27,64,17,932,100
2024-04-15 03:52:28,65,17,946,100
2024-04-15 03:52:29,64,17,903,100
2024-04-15 03:52:30,65,17,915,100
2024-04-15 03:52:31,65,17,948,100
2024-04-15 03:52:32,65,17,937,99
2024-04-15 03:52:33,64,16,905,99
2024-04-15 03:52:34,65,16,953,99
2024-04-15 03:52:35,65,16,940,99
